Original_Field_ID,Category,Section,Table_Name,SQL_Column_Name,SQL_Data_Type,Field_Type,Label
deltoid_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_deltoid_implants_retained,TEXT,textarea,Deltoid implants retained
deltoid_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_deltoid_treatment_of_infection,JSONB,checkbox,Deltoid treatment of infection
deltoid_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_deltoid_treatment_other,TEXT,textarea,Deltoid treatment other
deltoid_technique_details,shoulder,,shoulder_general_part_4,orth_sh_deltoid_technique_details,TEXT,textarea,Deltoid technique details
deltoid_implant_details,shoulder,,shoulder_general_part_4,orth_sh_deltoid_implant_details,TEXT,textarea,Deltoid implant details
deltoid_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_deltoid_intraoperative_complications,TEXT,textarea,Deltoid intraoperative complications
pec_minor_repair_fixation,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_repair_fixation,JSONB,checkbox,Pec minor repair fixation
pec_minor_recon_graft,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_recon_graft,JSONB,checkbox,Pec minor recon graft
pec_minor_recon_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_recon_graft_fixation,JSONB,checkbox,Pec minor recon graft fixation
pec_minor_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_extent_of_implant_removal,VARCHAR(50),radio,Pec minor extent of implant removal
pec_minor_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_implants_removed,TEXT,textarea,Pec minor implants removed
pec_minor_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_implants_retained,TEXT,textarea,Pec minor implants retained
pec_minor_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_treatment_of_infection,JSONB,checkbox,Pec minor treatment of infection
pec_minor_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_treatment_other,TEXT,textarea,Pec minor treatment other
pec_minor_technique_details,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_technique_details,TEXT,textarea,Pec minor technique details
pec_minor_implant_details,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_implant_details,TEXT,textarea,Pec minor implant details
pec_minor_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_pec_minor_intraoperative_complications,TEXT,textarea,Pec minor intraoperative complications
pec_major_repair_outcome,shoulder,,shoulder_general_part_4,orth_sh_pec_major_repair_outcome,VARCHAR(50),radio,Pec major repair outcome
pec_major_repair_fixation_points,shoulder,,shoulder_general_part_4,orth_sh_pec_major_repair_fixation_points,VARCHAR(50),radio,Pec major repair fixation points
pec_major_repair_fixation,shoulder,,shoulder_general_part_4,orth_sh_pec_major_repair_fixation,JSONB,checkbox,Pec major repair fixation
pec_major_recon_graft,shoulder,,shoulder_general_part_4,orth_sh_pec_major_recon_graft,JSONB,checkbox,Pec major recon graft
pec_major_recon_fixation_points,shoulder,,shoulder_general_part_4,orth_sh_pec_major_recon_fixation_points,VARCHAR(50),radio,Pec major recon fixation points
pec_major_recon_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_pec_major_recon_graft_fixation,JSONB,checkbox,Pec major recon graft fixation
pec_major_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_pec_major_extent_of_implant_removal,VARCHAR(50),radio,Pec major extent of implant removal
pec_major_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_pec_major_implants_removed,TEXT,textarea,Pec major implants removed
pec_major_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_pec_major_implants_retained,TEXT,textarea,Pec major implants retained
pec_major_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_pec_major_treatment_of_infection,JSONB,checkbox,Pec major treatment of infection
pec_major_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_pec_major_treatment_other,TEXT,textarea,Pec major treatment other
pec_major_technique_details,shoulder,,shoulder_general_part_4,orth_sh_pec_major_technique_details,TEXT,textarea,Pec major technique details
pec_major_implant_details,shoulder,,shoulder_general_part_4,orth_sh_pec_major_implant_details,TEXT,textarea,Pec major implant details
pec_major_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_pec_major_intraoperative_complications,TEXT,textarea,Pec major intraoperative complications
lat_dorsi_repair_fixation,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_repair_fixation,JSONB,checkbox,Lat dorsi repair fixation
lat_dorsi_recon_graft,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_recon_graft,JSONB,checkbox,Lat dorsi recon graft
lat_dorsi_recon_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_recon_graft_fixation,JSONB,checkbox,Lat dorsi recon graft fixation
lat_dorsi_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_extent_of_implant_removal,VARCHAR(50),radio,Lat dorsi extent of implant removal
lat_dorsi_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_implants_removed,TEXT,textarea,Lat dorsi implants removed
lat_dorsi_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_implants_retained,TEXT,textarea,Lat dorsi implants retained
lat_dorsi_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_treatment_of_infection,JSONB,checkbox,Lat dorsi treatment of infection
lat_dorsi_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_treatment_other,TEXT,textarea,Lat dorsi treatment other
lat_dorsi_technique_details,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_technique_details,TEXT,textarea,Lat dorsi technique details
lat_dorsi_implant_details,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_implant_details,TEXT,textarea,Lat dorsi implant details
lat_dorsi_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_lat_dorsi_intraoperative_complications,TEXT,textarea,Lat dorsi intraoperative complications
teres_major_repair_fixation,shoulder,,shoulder_general_part_4,orth_sh_teres_major_repair_fixation,JSONB,checkbox,Teres major repair fixation
teres_major_recon_graft,shoulder,,shoulder_general_part_4,orth_sh_teres_major_recon_graft,JSONB,checkbox,Teres major recon graft
teres_major_recon_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_teres_major_recon_graft_fixation,JSONB,checkbox,Teres major recon graft fixation
teres_major_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_teres_major_extent_of_implant_removal,VARCHAR(50),radio,Teres major extent of implant removal
teres_major_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_teres_major_implants_removed,TEXT,textarea,Teres major implants removed
teres_major_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_teres_major_implants_retained,TEXT,textarea,Teres major implants retained
teres_major_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_teres_major_treatment_of_infection,JSONB,checkbox,Teres major treatment of infection
teres_major_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_teres_major_treatment_other,TEXT,textarea,Teres major treatment other
teres_major_technique_details,shoulder,,shoulder_general_part_4,orth_sh_teres_major_technique_details,TEXT,textarea,Teres major technique details
teres_major_implant_details,shoulder,,shoulder_general_part_4,orth_sh_teres_major_implant_details,TEXT,textarea,Teres major implant details
teres_major_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_teres_major_intraoperative_complications,TEXT,textarea,Teres major intraoperative complications
proximal_humerus_reduction_type,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_reduction_type,VARCHAR(50),radio,Proximal humerus reduction type
proximal_humerus_fixation_type,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_fixation_type,JSONB,checkbox,Proximal humerus fixation type
proximal_humerus_recon_bone_graft_type,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_recon_bone_graft_type,JSONB,checkbox,Proximal humerus recon bone graft type
proximal_humerus_recon_bone_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_recon_bone_graft_fixation,JSONB,checkbox,Proximal humerus recon bone graft fixation
proximal_humerus_osteotomy_location,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_osteotomy_location,VARCHAR(50),radio,Proximal humerus osteotomy location
proximal_humerus_osteotomy_type,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_osteotomy_type,TEXT,textarea,Proximal humerus osteotomy type
proximal_humerus_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_extent_of_implant_removal,VARCHAR(50),radio,Proximal humerus extent of implant removal
proximal_humerus_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_implants_removed,TEXT,textarea,Proximal humerus implants removed
proximal_humerus_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_implants_retained,TEXT,textarea,Proximal humerus implants retained
proximal_humerus_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_treatment_of_infection,JSONB,checkbox,Proximal humerus treatment of infection
proximal_humerus_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_treatment_other,TEXT,textarea,Proximal humerus treatment other
proximal_humerus_technique_details,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_technique_details,TEXT,textarea,Proximal humerus technique details
proximal_humerus_implant_details,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_implant_details,TEXT,textarea,Proximal humerus implant details
proximal_humerus_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_proximal_humerus_intraoperative_complications,TEXT,textarea,Proximal humerus intraoperative complications
humerus_diaphysis_reduction_type,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_reduction_type,VARCHAR(50),radio,Humerus diaphysis reduction type
humerus_diaphysis_fixation_type,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_fixation_type,JSONB,checkbox,Humerus diaphysis fixation type
humerus_diaphysis_recon_bone_graft_type,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_recon_bone_graft_type,JSONB,checkbox,Humerus diaphysis recon bone graft type
humerus_diaphysis_recon_bone_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_recon_bone_graft_fixation,JSONB,checkbox,Humerus diaphysis recon bone graft fixation
humerus_diaphysis_osteotomy_location,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_osteotomy_location,TEXT,textarea,Humerus diaphysis osteotomy location
humerus_diaphysis_osteotomy_type,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_osteotomy_type,TEXT,textarea,Humerus diaphysis osteotomy type
humerus_diaphysis_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_extent_of_implant_removal,VARCHAR(50),radio,Humerus diaphysis extent of implant removal
humerus_diaphysis_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_implants_removed,TEXT,textarea,Humerus diaphysis implants removed
humerus_diaphysis_implants_retained,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_implants_retained,TEXT,textarea,Humerus diaphysis implants retained
humerus_diaphysis_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_treatment_of_infection,JSONB,checkbox,Humerus diaphysis treatment of infection
humerus_diaphysis_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_treatment_other,TEXT,textarea,Humerus diaphysis treatment other
humerus_diaphysis_technique_details,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_technique_details,TEXT,textarea,Humerus diaphysis technique details
humerus_diaphysis_implant_details,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_implant_details,TEXT,textarea,Humerus diaphysis implant details
humerus_diaphysis_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_humerus_diaphysis_intraoperative_complications,TEXT,textarea,Humerus diaphysis intraoperative complications
fasciotomy_treatment_location,shoulder,,shoulder_general_part_4,orth_sh_fasciotomy_treatment_location,TEXT,textarea,Fasciotomy treatment location
fasciectomy_treatment_location,shoulder,,shoulder_general_part_4,orth_sh_fasciectomy_treatment_location,TEXT,textarea,Fasciectomy treatment location
fascia_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_fascia_treatment_of_infection,JSONB,checkbox,Fascia treatment of infection
fascia_other,shoulder,,shoulder_general_part_4,orth_sh_fascia_other,TEXT,textarea,Fascia other
fascia_technique_details,shoulder,,shoulder_general_part_4,orth_sh_fascia_technique_details,TEXT,textarea,Fascia technique details
fascia_implant_details,shoulder,,shoulder_general_part_4,orth_sh_fascia_implant_details,TEXT,textarea,Fascia implant details
fascia_treatment_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_fascia_treatment_intraoperative_complications,TEXT,textarea,Fascia treatment intraoperative complications
sling,shoulder,,shoulder_general_part_4,orth_sh_sling,VARCHAR(50),radio,Sling
proms_trigger,shoulder,,shoulder_general_part_4,orth_sh_proms_trigger,VARCHAR(50),radio,PROMS trigger
observations,shoulder,,shoulder_general_part_4,orth_sh_observations,JSONB,checkbox,Observations
analgesia,shoulder,,shoulder_general_part_4,orth_sh_analgesia,JSONB,checkbox,Analgesia
dvt_prophyllaxis_duration,shoulder,,shoulder_general_part_4,orth_sh_dvt_prophyllaxis_duration,VARCHAR(50),radio,DVT prophyllaxis duration
antibiotics,shoulder,,shoulder_general_part_4,orth_sh_antibiotics,JSONB,checkbox,Antibiotics
antibiotic_duration,shoulder,,shoulder_general_part_4,orth_sh_antibiotic_duration,VARCHAR(50),radio,Antibiotic duration
imaging,shoulder,,shoulder_general_part_4,orth_sh_imaging,JSONB,checkbox,Imaging
imaging_other,shoulder,,shoulder_general_part_4,orth_sh_imaging_other,TEXT,textarea,Imaging other
blood_tests,shoulder,,shoulder_general_part_4,orth_sh_blood_tests,JSONB,checkbox,Blood tests
drains,shoulder,,shoulder_general_part_4,orth_sh_drains,JSONB,checkbox,Drains
dressings,shoulder,,shoulder_general_part_4,orth_sh_dressings,JSONB,checkbox,Dressings
discharge,shoulder,,shoulder_general_part_4,orth_sh_discharge,JSONB,checkbox,Discharge
rehabilitation_early,shoulder,,shoulder_general_part_4,orth_sh_rehabilitation_early,JSONB,checkbox,Rehabilitation early
rehabilitation_ongoing,shoulder,,shoulder_general_part_4,orth_sh_rehabilitation_ongoing,JSONB,checkbox,Rehabilitation ongoing
post_op_instructions_other,shoulder,,shoulder_general_part_4,orth_sh_post_op_instructions_other,TEXT,textarea,Post op instructions other
follow_up_interval,shoulder,,shoulder_general_part_4,orth_sh_follow_up_interval,VARCHAR(50),radio,Follow up interval
investigations_required_prior_to_next_appointment,shoulder,,shoulder_general_part_4,orth_sh_investigations_required_prior_to_next_appointment,JSONB,checkbox,Investigations required prior to next appointment
further_investigations_other,shoulder,,shoulder_general_part_4,orth_sh_further_investigations_other,TEXT,textarea,Further investigations other
encounter_date_shoulder,shoulder,Encounter details,shoulder_encounter_details,orth_sh_encounter_date,DATE,date,Encounter date
affected_side_shoulder,shoulder,Diagnosis information,shoulder_diagnosis,orth_sh_diag_affected_side,JSONB,checkbox,Affected side
first_visit,shoulder,Document builder,shoulder_document_builder,orth_sh_first_visit,VARCHAR(50),radio,First visit
scapulothoracic_articulation_diagnosis,shoulder,DIAGNOSIS Scapulothoracic articulation,shoulder_diagnosis,orth_sh_diag_scapulothoracic_articulation_diagnosis,JSONB,checkbox,Scapulothoracic articulation diagnosis
sternum_diagnosis,shoulder,Sternum,shoulder_sternum,orth_sh_sternum_diagnosis,JSONB,checkbox,Sternum diagnosis
manubriosternal_joint_diagnosis,shoulder,Manubriosternal Joint,shoulder_manubriosternal_joint,orth_sh_manubriosternal_joint_diagnosis,JSONB,checkbox,Manubriosternal joint diagnosis
sternoclavicular_joint_diagnosis,shoulder,Sternoclavicular Joint,shoulder_sternoclavicular_joint,orth_sh_sternoclavicular_joint_diagnosis,JSONB,checkbox,Sternoclavicular joint diagnosis
scapula_diagnosis,shoulder,Scapula,shoulder_scapula,orth_sh_scapula_diagnosis,JSONB,checkbox,Scapula Diagnosis
scapula_treatment_location,shoulder,Scapula,shoulder_scapula,orth_sh_scapula_treatment_location,JSONB,checkbox,Scapula treatment location
clavicle_diagnosis,shoulder,Clavicle,shoulder_clavicle,orth_sh_clavicle_diagnosis,JSONB,checkbox,Clavicle Diagnosis
clavicle_treatment,shoulder,Clavicle,shoulder_clavicle,orth_sh_clavicle_treatment,JSONB,checkbox,Clavicle treatment
acj_diagnosis,shoulder,ACJ,shoulder_acj,orth_sh_acj_diagnosis,JSONB,checkbox,ACJ diagnosis
